scenario,flow_type,strategy_name,regime,metric,sample_count,mean,stddev,median,p05,p95,ci95_low,ci95_high
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,adverse_selection_cost,2,9964.92188518,2467.3505727,9964.92188518,8220.24156366,11709.6022067,6545.348455,13384.4953154
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,fee_pnl,2,103.26,8.06101730553,103.26,97.56,108.96,92.088,114.432
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,net_pnl_after_fees,2,-14484.7679537,44490.2263897,-14484.7679537,-45944.1087303,16974.572823,-76145.0758759,47175.5399686
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,terminal_liquidation_cost,2,0,0,0,0,0,0,0
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,terminal_inventory_penalty,2,0,0,0,0,0,0,0
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,risk_adjusted_pnl,2,0.0146170613925,0.789146926682,0.0146170613925,-0.543394081817,0.572628204602,-1.0790847793,1.10831890208
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,maximum_drawdown,2,57096.7633042,38825.101715,57096.7633042,29643.2706013,84550.2560071,3287.91760652,110905.609002
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,inventory_variance,2,111485.370256,89698.8727698,111485.370256,48058.6890554,174912.051456,-12830.9248969,235801.665408
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,pre_liquidation_inventory,2,19,629.325035256,19,-426,464,-853.2,891.2
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,final_inventory,2,19,629.325035256,19,-426,464,-853.2,891.2
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,maker_fills,2,560.5,50.2045814642,560.5,525,596,490.92,630.08
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,market_maker_filled_quantity,2,5163,403.050865276,5163,4878,5448,4604.4,5721.6
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,fill_rate,2,0.73405,0.0120915259583,0.73405,0.7255,0.7426,0.717292,0.750808
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,gross_spread_capture,2,33127.0664453,546.480603257,33127.0664453,32740.6463049,33513.4865856,32369.6829702,33884.4499203
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,inventory_pnl,2,-2624.82142347,1687.73792056,-2624.82142347,-3818.23235197,-1431.41049498,-4963.90684333,-285.736003625
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,adverse_selection_cost,2,530.944062987,175.313819184,530.944062987,406.978472606,654.909653368,287.97150584,773.916620134
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,fee_pnl,2,146.81,2.41830519166,146.81,145.1,148.52,143.4584,150.1616
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,net_pnl_after_fees,2,30649.0550217,2236.63682902,30649.0550217,29067.5139529,32230.5960906,27549.2345268,33748.8755167
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,terminal_liquidation_cost,2,0,0,0,0,0,0,0
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,terminal_inventory_penalty,2,0,0,0,0,0,0,0
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,risk_adjusted_pnl,2,13.8276621982,6.75023715015,13.8276621982,9.05452373472,18.6008006617,4.47231080977,23.1830135867
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,maximum_drawdown,2,2471.51423206,1044.76593008,2471.51423206,1732.75315815,3210.27530597,1023.5425272,3919.48593692
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,inventory_variance,2,10220.8195707,3300.74827989,10220.8195707,7886.838079,12554.8010624,5646.21584697,14795.4232944
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,pre_liquidation_inventory,2,-37.5,321.73358544,-37.5,-265,190,-483.4,408.4
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,final_inventory,2,-37.5,321.73358544,-37.5,-265,190,-483.4,408.4
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,maker_fills,2,789.5,12.0208152802,789.5,781,798,772.84,806.16
as_risk_aversion_low,hand-chosen,avellaneda stoikov,low volatility,market_maker_filled_quantity,2,7340.5,120.915259583,7340.5,7255,7426,7172.92,7508.08
as_risk_aversion_low,hand-chosen,avellaneda stoikov,trending,fill_rate,2,0.51985,0.0201525432638,0.51985,0.5056,0.5341,0.49192,0.54778
as_risk_aversion_low,hand-chosen,avellaneda stoikov,trending,gross_spread_capture,2,41859.3661006,2178.11760448,41859.3661006,40319.2043722,43399.5278289,38840.649113,44878.0830881
